                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                        q                                    grada                                  opacity                               luminosity                                    gradr 
                                      20                  4.7503999939943867E+001                  1.7653181105466105E+000                  4.3654265114082218E+000                 -1.0154306458636460E+001                  2.9720282130558329E+000                  7.0000000000000018E-001                  2.8000000000000003E-001                  1.9999999999999796E-002                  9.9999999873576684E-001                  2.5131699777494354E-001                  6.4875471298679777E-001                  6.8393217381281964E+005                  2.2911682321498156E-001 
                                      21                  4.7503999929942431E+001                  1.7651708460441791E+000                  4.3693175467334662E+000                 -1.0137030802157865E+001                  2.9888393498642714E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999999852522803E-001                  2.5134260063714509E-001                  6.5329446239199507E-001                  6.8393217381282465E+005                  2.3148316405429892E-001 
                                      22                  4.7503999919941002E+001                  1.7650291832478504E+000                  4.3731037878738226E+000                 -1.0120953521270062E+001                  3.0050446630088956E+000                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  9.9999999831468922E-001                  2.5136387363151647E-001                  6.5756946673714689E-001                  6.8393217381282966E+005                  2.3366758943105845E-001 
                                      23                  4.7503999909939559E+001                  1.7648925375404427E+000                  4.3758713798317084E+000                 -1.0109500292764091E+001                  3.0168283887851985E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999999810415041E-001                  2.5137737231610385E-001                  6.6065452562727911E-001                  6.8393217381283478E+005                  2.3569099717856648E-001 
                                      24                  4.7503999904938837E+001                  1.7648259462184137E+000                  4.3785967943505391E+000                 -1.0098787440197205E+001                  3.0283077606048732E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999999799888095E-001                  2.5138680505166422E-001                  6.6351764074825303E-001                  6.8393217381283746E+005                  2.3663306547400209E-001 
                                      25                  4.7503999894937408E+001                  1.7646959203703461E+000                  4.3830216262213959E+000                 -1.0081998776983346E+001                  3.0468121553455894E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999999778834214E-001                  2.5139697611488465E-001                  6.6807549387180054E-001                  6.8393217381284258E+005                  2.3838143037490020E-001 
                                      26                  4.7503999879935250E+001                  1.7645080712838590E+000                  4.3872892841485536E+000                 -1.0066125491690935E+001                  3.0645903442514135E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999999747253387E-001                  2.5140264847040372E-001                  6.7257505657007877E-001                  6.8393217381285073E+005                  2.4082780154789582E-001 
                                      27                  4.7503999869933814E+001                  1.7643872043138442E+000                  4.3906169285850671E+000                 -1.0054325898008033E+001                  3.0783218560420758E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999999726199507E-001                  2.5140201121560718E-001                  6.7603057459988436E-001                  6.8393217381285632E+005                  2.4235535172813516E-001 
                                      28                  4.7503999859932371E+001                  1.7642694800647940E+000                  4.3938652767848216E+000                 -1.0043156809481859E+001                  3.0916466999072374E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999999705145626E-001                  2.5139755167310052E-001                  6.7944350774569795E-001                  6.8393217381286190E+005                  2.4379931994831414E-001 
                                      29                  4.7503999849930942E+001                  1.7641546526285585E+000                  4.3970381784950838E+000                 -1.0032569395549162E+001                  3.1045883354282315E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999999684091745E-001                  2.5138918671804467E-001                  6.8284152687088706E-001                  6.8393217381286761E+005                  2.4518712342107563E-001 
                                      30                  4.7503999839929506E+001                  1.7640425027723936E+000                  4.4001393185394431E+000                 -1.0022521709844538E+001                  3.1171682552126594E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999999663037864E-001                  2.5137680393131645E-001                  6.8624784166425534E-001                  6.8393217381287355E+005                  2.4653127767211103E-001 
                                      31                  4.7503999829928063E+001                  1.7639328338025724E+000                  4.4031721985736709E+000                 -1.0012977369332772E+001                  3.1294061983354866E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999999641983983E-001                  2.5136030105402513E-001                  6.8967668953560446E-001                  6.8393217381287960E+005                  2.4784135396843412E-001 
                                      32                  4.7503999819926634E+001                  1.7638254682470220E+000                  4.4061400894275833E+000                 -1.0003904066356327E+001                  3.1413203356896746E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999999620930102E-001                  2.5133956469457802E-001                  6.9312216924306602E-001                  6.8393217381288589E+005                  2.4912130398293050E-001 
                                      33                  4.7503999809925197E+001                  1.7637202452770422E+000                  4.4104914876516368E+000                 -9.9913425746684492E+000                  3.1586166841928112E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999999599876221E-001                  2.5129859067088622E-001                  6.9819767989371684E-001                  6.8393217381289229E+005                  2.5035833264411456E-001 
                                      34                  4.7503999789922325E+001                  1.7635155801424676E+000                  4.4146830835348174E+000                 -9.9792321119188259E+000                  3.1752812758337594E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999999557768449E-001                  2.5125097996808665E-001                  7.0346395221381353E-001                  6.8393217381290556E+005                  2.5275796952662988E-001 
                                      35                  4.7503999779920882E+001                  1.7634159570848644E+000                  4.4174188330664341E+000                 -9.9717703664037494E+000                  3.1860557940472547E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999999536714568E-001                  2.5121235325080882E-001                  7.0688754135390885E-001                  6.8393217381291243E+005                  2.5392140509334182E-001 
                                      36                  4.7503999769919446E+001                  1.7633179641994960E+000                  4.4201024829741549E+000                 -9.9646535630571531E+000                  3.1965788422960331E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999999515660687E-001                  2.5116901151829740E-001                  7.1028733817047340E-001                  6.8393217381291953E+005                  2.5503757098766866E-001 
                                      37                  4.7503999759918017E+001                  1.7632214992749025E+000                  4.4240467191610380E+000                 -9.9547692624737465E+000                  3.2119136319945634E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999999494606806E-001                  2.5109353843982513E-001                  7.1524620775617476E-001                  6.8393217381292686E+005                  2.5610732946043568E-001 
                                      38                  4.7503999739915137E+001                  1.7630327249349718E+000                  4.4278606422349593E+000                 -9.9451852417966311E+000                  3.2267507116290473E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999999452499033E-001                  2.5100967734846791E-001                  7.2028876475778336E-001                  6.8393217381294200E+005                  2.5816261835851534E-001 
                                      39                  4.7503999729913701E+001                  1.7629403081716943E+000                  4.4303549042455597E+000                 -9.9392652843330254E+000                  3.2363758714110564E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999999431445152E-001                  2.5094665273519834E-001                  7.2354287232108228E-001                  6.8393217381295003E+005                  2.5914969784477848E-001 
                                      40                  4.7503999719912265E+001                  1.7628490847712295E+000                  4.4340261902611102E+000                 -9.9310324908271728E+000                  3.2504367035819266E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999999410391271E-001                  2.5084175573524603E-001                  7.2826324342712989E-001                  6.8393217381295806E+005                  2.6007897225213256E-001 
                                      41                  4.7503999699909393E+001                  1.7626698967160486E+000                  4.4375843708782670E+000                 -9.9230124704787421E+000                  3.2640786859085642E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999999368283499E-001                  2.5072854909297071E-001                  7.3301559006926964E-001                  6.8393217381297506E+005                  2.6185369711377304E-001 
                                      42                  4.7503999689907957E+001                  1.7625818607981250E+000                  4.4399142843716231E+000                 -9.9180535457082382E+000                  3.2729480604759256E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999999347229618E-001                  2.5064643184372121E-001                  7.3606609875189422E-001                  6.8393217381298391E+005                  2.6270047186226536E-001 
