                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals 
                                      10                  9.9999999993275013E-001                  2.2856257012940370E-001                  3.7414676737589079E+000                 -6.8966616232869722E+000                  4.6491646525901587E+000                  6.9999998148444020E-001                  2.8000001851555978E-001                  2.0000000000000018E-002 
                                      11                  9.9999999992025013E-001                  2.2855842676853988E-001                  3.7443015750196960E+000                 -6.8832007513121978E+000                  4.6654649216291562E+000                  6.9999997032720174E-001                  2.8000002967279836E-001                  1.9999999999999907E-002 
                                      12                  9.9999999990150024E-001                  2.2855240119487563E-001                  3.7472187282749241E+000                 -6.8704132614288360E+000                  4.6811763203228196E+000                  6.9999993862215093E-001                  2.8000006137784911E-001                  2.0000000000000018E-002 
                                      13                  9.9999999988900012E-001                  2.2854850056681789E-001                  3.7491515075786519E+000                 -6.8624351678004532E+000                  4.6910924973065056E+000                  6.9999991111152460E-001                  2.8000008888847561E-001                  1.9999999999999796E-002 
                                      14                  9.9999999988118760E-001                  2.2854610699807210E-001                  3.7514075957487703E+000                 -6.8535306437366446E+000                  4.7022600333471853E+000                  6.9999983743996586E-001                  2.8000016256003435E-001                  1.9999999999999796E-002 
                                      15                  9.9999999986556265E-001                  2.2854141689915006E-001                  3.7545034604514034E+000                 -6.8421794250155026E+000                  4.7167175678082680E+000                  6.9999971610020406E-001                  2.8000028389979609E-001                  1.9999999999999796E-002 
                                      16                  9.9999999984993759E-001                  2.2853684765175500E-001                  3.7576938478591289E+000                 -6.8313887290542530E+000                  4.7307098601283535E+000                  6.9999956951844577E-001                  2.8000043048155449E-001                  1.9999999999999796E-002 
                                      17                  9.9999999983431276E-001                  2.2853239039638837E-001                  3.7609901467746778E+000                 -6.8211403638420869E+000                  4.7442659260605113E+000                  6.9999921084120176E-001                  2.8000078915879839E-001                  1.9999999999999796E-002 
                                      18                  9.9999999981868781E-001                  2.2852803695835050E-001                  3.7644048853564134E+000                 -6.8114204015768163E+000                  4.7574121489613956E+000                  6.9999877061019977E-001                  2.8000122938980038E-001                  1.9999999999999796E-002 
                                      19                  9.9999999980306287E-001                  2.2852377974592172E-001                  3.7679518275449952E+000                 -6.8022187680739519E+000                  4.7701725889073403E+000                  6.9999809481694963E-001                  2.8000190518305046E-001                  1.9999999999999907E-002 
                                      20                  9.9999999978743792E-001                  2.2851961166323803E-001                  3.7716460445445805E+000                 -6.7935288763839798E+000                  4.7825692477318649E+000                  6.9999706048809762E-001                  2.8000293951190258E-001                  1.9999999999999796E-002 
                                      21                  9.9999999977181298E-001                  2.2851552603530034E-001                  3.7755039361996534E+000                 -6.7853473196328880E+000                  4.7946222973171917E+000                  6.9999548134687373E-001                  2.8000451865312614E-001                  2.0000000000000129E-002 
                                      22                  9.9999999975618803E-001                  2.2851151654284607E-001                  3.7795434568982222E+000                 -6.7776742117616902E+000                  4.8063502770881845E+000                  6.9999377460787437E-001                  2.8000622539212511E-001                  2.0000000000000462E-002 
                                      23                  9.9999999974056308E-001                  2.2850757715976033E-001                  3.7848422792671772E+000                 -6.7687674544010124E+000                  4.8205789509381693E+000                  6.9999307528603705E-001                  2.8000692471396227E-001                  2.0000000000000684E-002 
                                      24                  9.9999999971712561E-001                  2.2850178784302358E-001                  3.7905954542018923E+000                 -6.7607716530372768E+000                  4.8343569283123724E+000                  6.9999307528603705E-001                  2.8000692471396227E-001                  2.0000000000000684E-002 
                                      25                  9.9999999970150077E-001                  2.2849799858116726E-001                  3.7942483685739270E+000                 -6.7563830101281912E+000                  4.8424189479721091E+000                  6.9999307528603705E-001                  2.8000692471396227E-001                  2.0000000000000684E-002 
                                      26                  9.9999999969368814E-001                  2.2849612296280064E-001                  3.7967545754439600E+000                 -6.7536113532863453E+000                  4.8477117570681569E+000                  6.9999307528603705E-001                  2.8000692471396227E-001                  2.0000000000000684E-002 
                                      27                  9.9999999968587550E-001                  2.2849425925239861E-001                  3.8006303965096224E+000                 -6.7496913670337628E+000                  4.8555320891130025E+000                  6.9999307528603705E-001                  2.8000692471396227E-001                  2.0000000000000684E-002 
                                      28                  9.9999999967025066E-001                  2.2849056525338690E-001                  3.8061651722664167E+000                 -6.7450512562041629E+000                  4.8657451952882056E+000                  6.9999307528603705E-001                  2.8000692471396227E-001                  2.0000000000000684E-002 
                                      29                  9.9999999965462572E-001                  2.2848691041912661E-001                  3.8120893302426202E+000                 -6.7410430028311579E+000                  4.8757239645997581E+000                  6.9999307528603705E-001                  2.8000692471396227E-001                  2.0000000000000684E-002 
                                      30                  9.9999999963900077E-001                  2.2848328907039855E-001                  3.8168391991652930E+000                 -6.7384991072423821E+000                  4.8830606415755486E+000                  6.9999307528603705E-001                  2.8000692471396227E-001                  2.0000000000000684E-002 
                                      31                  9.9999999963118824E-001                  2.2848148893741665E-001                  3.8200968987614954E+000                 -6.7369665456145391E+000                  4.8878838754000817E+000                  6.9999307528603694E-001                  2.8000692471396227E-001                  2.0000000000000795E-002 
                                      32                  9.9999999962337571E-001                  2.2847969512337793E-001                  3.8251156915314386E+000                 -6.7349058563837128E+000                  4.8950198695046412E+000                  6.9999307528603694E-001                  2.8000692471396227E-001                  2.0000000000000795E-002 
                                      33                  9.9999999960775077E-001                  2.2847612441179832E-001                  3.8321568383998130E+000                 -6.7327010439050854E+000                  4.9043560223023066E+000                  6.9999307528603694E-001                  2.8000692471396227E-001                  2.0000000000000795E-002 
                                      34                  9.9999999959212571E-001                  2.2847257169455074E-001                  3.8394441652542826E+000                 -6.7309595927791683E+000                  4.9134959856350715E+000                  6.9999307528603694E-001                  2.8000692471396227E-001                  2.0000000000000795E-002 
                                      35                  9.9999999957650088E-001                  2.2846903310793606E-001                  3.8468622904597005E+000                 -6.7295649437370599E+000                  4.9224478403330165E+000                  6.9999307528603694E-001                  2.8000692471396227E-001                  2.0000000000000795E-002 
                                      36                  9.9999999956087593E-001                  2.2846550578046940E-001                  3.8542806131143958E+000                 -6.7283737564186117E+000                  4.9312191782369874E+000                  6.9999307528603694E-001                  2.8000692471396227E-001                  2.0000000000000795E-002 
                                      37                  9.9999999954525098E-001                  2.2846198802894113E-001                  3.8615718694926504E+000                 -6.7272565324096272E+000                  4.9398171409112326E+000                  6.9999307528603705E-001                  2.8000692471396227E-001                  2.0000000000000684E-002 
                                      38                  9.9999999952962604E-001                  2.2845847923005783E-001                  3.8686289747532676E+000                 -6.7261046289924318E+000                  4.9482484541398275E+000                  6.9999307528603705E-001                  2.8000692471396227E-001                  2.0000000000000684E-002 
                                      39                  9.9999999951400120E-001                  2.2845497964071315E-001                  3.8753756879468391E+000                 -6.7248281612932974E+000                  4.9565194597925988E+000                  6.9999307528603705E-001                  2.8000692471396227E-001                  2.0000000000000684E-002 
                                      40                  9.9999999949837615E-001                  2.2845149023794531E-001                  3.8817693281929970E+000                 -6.7233750113157207E+000                  4.9646361444497504E+000                  6.9999307528603705E-001                  2.8000692471396227E-001                  2.0000000000000684E-002 
                                      41                  9.9999999948275120E-001                  2.2844801240752360E-001                  3.8907760168105137E+000                 -6.7209333195098306E+000                  4.9765340167738703E+000                  6.9999307528603705E-001                  2.8000692471396227E-001                  2.0000000000000684E-002 
                                      42                  9.9999999945150120E-001                  2.2844109549476493E-001                  3.9014145471767203E+000                 -6.7168493887283187E+000                  4.9919081489905590E+000                  6.9999307528603705E-001                  2.8000692471396227E-001                  2.0000000000000684E-002 
                                      43                  9.9999999942025120E-001                  2.2843424299512505E-001                  3.9084921795573520E+000                 -6.7132687155436299E+000                  5.0030924982724789E+000                  6.9999307528603705E-001                  2.8000692471396227E-001                  2.0000000000000684E-002 
                                      44                  9.9999999940462614E-001                  2.2843084475762160E-001                  3.9129266759737162E+000                 -6.7107753222471427E+000                  5.0103920800258503E+000                  6.9999307528603705E-001                  2.8000692471396227E-001                  2.0000000000000684E-002 
                                      45                  9.9999999938900130E-001                  2.2842746589526228E-001                  3.9191887462843131E+000                 -6.7068942624995458E+000                  5.0211167686678708E+000                  6.9999307528603705E-001                  2.8000692471396227E-001                  2.0000000000000684E-002 
                                      46                  9.9999999935775119E-001                  2.2842076805860573E-001                  3.9303788156922366E+000                 -6.6986248153877970E+000                  5.0418041454453304E+000                  6.9999307528603705E-001                  2.8000692471396227E-001                  2.0000000000000684E-002 
                                      47                  9.9999999929525119E-001                  2.2840762413994065E-001                  3.9396220690265680E+000                 -6.6893379942494544E+000                  5.0615530717280945E+000                  6.9999307528603705E-001                  2.8000692471396227E-001                  2.0000000000000684E-002 
                                      48                  9.9999999926400129E-001                  2.2840119078649002E-001                  3.9452361840275878E+000                 -6.6831115680653692E+000                  5.0742378560975991E+000                  6.9999307528603705E-001                  2.8000692471396227E-001                  2.0000000000000684E-002 
                                      49                  9.9999999923275118E-001                  2.2839484872937216E-001                  3.9503972579384672E+000                 -6.6767975274949505E+000                  5.0865633457806014E+000                  6.9999307528603694E-001                  2.8000692471396227E-001                  2.0000000000000795E-002 
                                      50                  9.9999999920150129E-001                  2.2838859793808805E-001                  3.9575305801345189E+000                 -6.6673763399315877E+000                  5.1044205344592584E+000                  6.9999307528603694E-001                  2.8000692471396227E-001                  2.0000000000000795E-002 
                                      51                  9.9999999913900128E-001                  2.2837636385197149E-001                  3.9637339718579621E+000                 -6.6576755583145895E+000                  5.1215742782885485E+000                  6.9999307528603694E-001                  2.8000692471396227E-001                  2.0000000000000795E-002 
                                      52                  9.9999999910775117E-001                  2.2837038155345585E-001                  3.9675944343608660E+000                 -6.6513035909184115E+000                  5.1326455007599545E+000                  6.9999307528603694E-001                  2.8000692471396227E-001                  2.0000000000000795E-002 
                                      53                  9.9999999907650128E-001                  2.2836448614459576E-001                  3.9712189737539276E+000                 -6.6449616449875926E+000                  5.1434420716078195E+000                  6.9999307528603694E-001                  2.8000692471396227E-001                  2.0000000000000795E-002 
                                      54                  9.9999999904525128E-001                  2.2835867596519591E-001                  3.9746326557152263E+000                 -6.6386601613069267E+000                  5.1539772942439095E+000                  6.9999307528603694E-001                  2.8000692471396227E-001                  2.0000000000000795E-002 
                                      55                  9.9999999901400127E-001                  2.2835294925291763E-001                  3.9794601596504542E+000                 -6.6293752201736114E+000                  5.1693167037493737E+000                  6.9999307528603705E-001                  2.8000692471396227E-001                  2.0000000000000684E-002 
                                      56                  9.9999999895150127E-001                  2.2834173744042108E-001                  3.9852571163866974E+000                 -6.6170961555030638E+000                  5.1889631870084010E+000                  6.9999307528603705E-001                  2.8000692471396227E-001                  2.0000000000000684E-002 
                                      57                  9.9999999888900126E-001                  2.2833083735429988E-001                  3.9895338261539313E+000                 -6.6072667748739775E+000                  5.2042979004457628E+000                  6.9999307528603705E-001                  2.8000692471396227E-001                  2.0000000000000684E-002 
                                      58                  9.9999999884993873E-001                  2.2832417685316120E-001                  3.9926375108128553E+000                 -6.5998644926400383E+000                  5.2157367456267307E+000                  6.9999307528603705E-001                  2.8000692471396227E-001                  2.0000000000000684E-002 
                                      59                  9.9999999881087620E-001                  2.2831762861543112E-001                  3.9970390788505887E+000                 -6.5890387473976304E+000                  5.2323501855365366E+000                  6.9999307528603705E-001                  2.8000692471396227E-001                  2.0000000000000684E-002 
                                      60                  9.9999999873275125E-001                  2.2830485371061765E-001                  4.0023490925867966E+000                 -6.5749017813743631E+000                  5.2535592481417890E+000                  6.9999307528603705E-001                  2.8000692471396227E-001                  2.0000000000000684E-002 
                                      61                  9.9999999865462630E-001                  2.2829248687980300E-001                  4.0059812371169503E+000                 -6.5645409875710294E+000                  5.2688145515558675E+000                  6.9999307528603705E-001                  2.8000692471396227E-001                  2.0000000000000684E-002 
                                      62                  9.9999999861556377E-001                  2.2828644885020941E-001                  4.0082952247274504E+000                 -6.5578058448902778E+000                  5.2786954987456198E+000                  6.9999307528603694E-001                  2.8000692471396227E-001                  2.0000000000000795E-002 
                                      63                  9.9999999857650124E-001                  2.2828050349140219E-001                  4.0116181514561342E+000                 -6.5479467963427833E+000                  5.2931085540877874E+000                  6.9999307528603694E-001                  2.8000692471396232E-001                  2.0000000000000684E-002 
                                      64                  9.9999999849837629E-001                  2.2826887896223175E-001                  4.0146928116368192E+000                 -6.5382351692318785E+000                  5.3070600739231688E+000                  6.9999307528603694E-001                  2.8000692471396232E-001                  2.0000000000000684E-002 
                                      65                  9.9999999845931375E-001                  2.2826319488838206E-001                  4.0166639199405711E+000                 -6.5319119247498989E+000                  5.3161186255576167E+000                  6.9999307528603694E-001                  2.8000692471396232E-001                  2.0000000000000684E-002 
                                      66                  9.9999999842025122E-001                  2.2825759275562049E-001                  4.0195110784670307E+000                 -6.5226412921025467E+000                  5.3293624161650905E+000                  6.9999307528603694E-001                  2.8000692471396232E-001                  2.0000000000000684E-002 
                                      67                  9.9999999834212627E-001                  2.2824662449869113E-001                  4.0230554079491831E+000                 -6.5105575387258749E+000                  5.3464167506462408E+000                  6.9999307528603694E-001                  2.8000692471396232E-001                  2.0000000000000684E-002 
                                      68                  9.9999999826400132E-001                  2.2823595641740116E-001                  4.0263750981904627E+000                 -6.4988299908525953E+000                  5.3628281882750182E+000                  6.9999307528603705E-001                  2.8000692471396232E-001                  2.0000000000000684E-002 
                                      69                  9.9999999818587637E-001                  2.2822557180365693E-001                  4.0294961791849566E+000                 -6.4874456922658306E+000                  5.3786434598303554E+000                  6.9999307528603705E-001                  2.8000692471396232E-001                  2.0000000000000684E-002 
                                      70                  9.9999999810775131E-001                  2.2821545515189834E-001                  4.0324403892520735E+000                 -6.4763916872541119E+000                  5.3939043784822864E+000                  6.9999307528603705E-001                  2.8000692471396232E-001                  2.0000000000000684E-002 
                                      71                  9.9999999802962647E-001                  2.2820559206713556E-001                  4.0352260773553210E+000                 -6.4656542384023661E+000                  5.4086485065281593E+000                  6.9999307528603705E-001                  2.8000692471396232E-001                  2.0000000000000684E-002 
                                      72                  9.9999999795150152E-001                  2.2819596919875781E-001                  4.0391843108512617E+000                 -6.4501822081739251E+000                  5.4298684615561772E+000                  6.9999307528603705E-001                  2.8000692471396232E-001                  2.0000000000000684E-002 
                                      73                  9.9999999779525151E-001                  2.2817739522592667E-001                  4.0427828574464453E+000                 -6.4352002675654143E+000                  5.4501030967381112E+000                  6.9999307528603694E-001                  2.8000692471396232E-001                  2.0000000000000684E-002 
                                      74                  9.9999999771712655E-001                  2.2816842229777221E-001                  4.0450711846682585E+000                 -6.4255787514890521E+000                  5.4630884309214043E+000                  6.9999307528603694E-001                  2.8000692471396232E-001                  2.0000000000000684E-002 
                                      75                  9.9999999763900160E-001                  2.2815964543518774E-001                  4.0472611700038810E+000                 -6.4161992254058990E+000                  5.4756977557353830E+000                  6.9999307528603694E-001                  2.8000692471396232E-001                  2.0000000000000684E-002 
                                      76                  9.9999999756087665E-001                  2.2815105558038429E-001                  4.0493608043288880E+000                 -6.4070486318248587E+000                  5.4879522426477374E+000                  6.9999307528603694E-001                  2.8000692471396232E-001                  2.0000000000000684E-002 
                                      77                  9.9999999748275159E-001                  2.2814264432671141E-001                  4.0523818822123827E+000                 -6.3937718803959491E+000                  5.5057103986928171E+000                  6.9999307528603694E-001                  2.8000692471396232E-001                  2.0000000000000684E-002 
                                      78                  9.9999999732650169E-001                  2.2812632692264725E-001                  4.0551870163687900E+000                 -6.3808618942496853E+000                  5.5227733790814808E+000                  6.9999307528603694E-001                  2.8000692471396232E-001                  2.0000000000000684E-002 
                                      79                  9.9999999724837685E-001                  2.2811840651666318E-001                  4.0578868911305337E+000                 -6.3684579731783630E+000                  5.5391924142708131E+000                  6.9999307528603694E-001                  2.8000692471396232E-001                  2.0000000000000684E-002 
                                      80                  9.9999999709212672E-001                  2.2810301049575682E-001                  4.0604127257486331E+000                 -6.3563884768149919E+000                  5.5550154577508444E+000                  6.9999307528603705E-001                  2.8000692471396232E-001                  2.0000000000000684E-002 
                                      81                  9.9999999701400188E-001                  2.2809552288385723E-001                  4.0628527290866296E+000                 -6.3447726317677509E+000                  5.5702832488917027E+000                  6.9999307528603705E-001                  2.8000692471396232E-001                  2.0000000000000684E-002 
                                      82                  9.9999999685775176E-001                  2.2808094177409141E-001                  4.0659121214950460E+000                 -6.3298133994915018E+000                  5.5898422000483237E+000                  6.9999307528603694E-001                  2.8000692471396232E-001                  2.0000000000000684E-002 
                                      83                  9.9999999670150164E-001                  2.2806685296280421E-001                  4.0680773340220577E+000                 -6.3189686763147153E+000                  5.6039560140255871E+000                  6.9999307528603694E-001                  2.8000692471396232E-001                  2.0000000000000684E-002 
                                      84                  9.9999999662337680E-001                  2.2805998178679818E-001                  4.0701788885827419E+000                 -6.3084912567648850E+000                  5.6176264055573712E+000                  6.9999307528603694E-001                  2.8000692471396232E-001                  2.0000000000000684E-002 
                                      85                  9.9999999646712667E-001                  2.2804656606389195E-001                  4.0721727685145908E+000                 -6.2982634694101947E+000                  5.6308812030095590E+000                  6.9999307528603694E-001                  2.8000692471396232E-001                  2.0000000000000684E-002 
                                      86                  9.9999999638900183E-001                  2.2804001387742454E-001                  4.0741125016353745E+000                 -6.2883544104047573E+000                  5.6437441772716346E+000                  6.9999307528603694E-001                  2.8000692471396232E-001                  2.0000000000000684E-002 
                                      87                  9.9999999623275171E-001                  2.2802720425797485E-001                  4.0765743050433372E+000                 -6.2755144223848331E+000                  5.6603247339985092E+000                  6.9999307528603694E-001                  2.8000692471396232E-001                  2.0000000000000684E-002 
                                      88                  9.9999999607650181E-001                  2.2801476672885598E-001                  4.0789215362130715E+000                 -6.2631025426192695E+000                  5.6762972821190996E+000                  6.9999307528603694E-001                  2.8000692471396232E-001                  2.0000000000000684E-002 
                                      89                  9.9999999592025179E-001                  2.2800267860171383E-001                  4.0811644806913607E+000                 -6.2510924979346170E+000                  5.6917048538568444E+000                  6.9999307528603694E-001                  2.8000692471396232E-001                  2.0000000000000684E-002 
                                      90                  9.9999999576400178E-001                  2.2799091921301815E-001                  4.0833120864824464E+000                 -6.2394628984905340E+000                  5.7065860682057110E+000                  6.9999307528603694E-001                  2.8000692471396232E-001                  2.0000000000000684E-002 
                                      91                  9.9999999560775177E-001                  2.2797946962236831E-001                  4.0853721715679523E+000                 -6.2281956939145289E+000                  5.7209757145510585E+000                  6.9999307528603694E-001                  2.8000692471396238E-001                  2.0000000000000684E-002 
                                      92                  9.9999999545150187E-001                  2.2796831238518556E-001                  4.0873516022316112E+000                 -6.2172740511802669E+000                  5.7349052429065601E+000                  6.9999307528603694E-001                  2.8000692471396238E-001                  2.0000000000000684E-002 
                                      93                  9.9999999529525174E-001                  2.2795743140347924E-001                  4.0892564483268465E+000                 -6.2066809916580823E+000                  5.7484031781184708E+000                  6.9999307528603694E-001                  2.8000692471396238E-001                  2.0000000000000684E-002 
                                      94                  9.9999999513900162E-001                  2.2794681182517765E-001                  4.0920070299171423E+000                 -6.1914121885478819E+000                  5.7678965271067035E+000                  6.9999307528603694E-001                  2.8000692471396238E-001                  2.0000000000000684E-002 
                                      95                  9.9999999482650170E-001                  2.2792630421022964E-001                  4.0945765894470867E+000                 -6.1766963858206614E+000                  5.7865558216392543E+000                  6.9999307528603694E-001                  2.8000692471396238E-001                  2.0000000000000684E-002 
                                      96                  9.9999999467025169E-001                  2.2791639098467545E-001                  4.0962319485973735E+000                 -6.1672337356221645E+000                  5.7985654268213711E+000                  6.9999307528603694E-001                  2.8000692471396238E-001                  2.0000000000000684E-002 
                                      97                  9.9999999451400168E-001                  2.2790669076079970E-001                  4.0986341842821199E+000                 -6.1535135943293851E+000                  5.8159807314406802E+000                  6.9999307528603694E-001                  2.8000692471396238E-001                  2.0000000000000684E-002 
                                      98                  9.9999999420150165E-001                  2.2788789177756338E-001                  4.1008977256485331E+000                 -6.1402167132878134E+000                  5.8327273641009496E+000                  6.9999307528603694E-001                  2.8000692471396238E-001                  2.0000000000000684E-002 
                                      99                  9.9999999404525153E-001                  2.2787877483207616E-001                  4.1023620324819463E+000                 -6.1316282846691843E+000                  5.8435443576291872E+000                  6.9999307528603683E-001                  2.8000692471396238E-001                  2.0000000000000795E-002 
                                     100                  9.9999999388900163E-001                  2.2786983585109208E-001                  4.1044953417596961E+000                 -6.1191382460610129E+000                  5.8592821444358183E+000                  6.9999307528603694E-001                  2.8000692471396238E-001                  2.0000000000000684E-002 
                                     101                  9.9999999357650160E-001                  2.2785246314638941E-001                  4.1071915297946475E+000                 -6.1030983819905567E+000                  5.8794193519557236E+000                  6.9999307528603694E-001                  2.8000692471396238E-001                  2.0000000000000684E-002 
                                     102                  9.9999999326400157E-001                  2.2783571839322855E-001                  4.1097524759491622E+000                 -6.0877564053902855E+000                  5.8986669778447611E+000                  6.9999307528603694E-001                  2.8000692471396238E-001                  2.0000000000000684E-002 
                                     103                  9.9999999295150144E-001                  2.2781955300502407E-001                  4.1121912231514521E+000                 -6.0730601978718308E+000                  5.9171003285335919E+000                  6.9999307528603694E-001                  2.8000692471396238E-001                  2.0000000000000684E-002 
                                     104                  9.9999999263900152E-001                  2.2780392377356251E-001                  4.1145190075551508E+000                 -6.0589568122701323E+000                  5.9347855342735016E+000                  6.9999307528603694E-001                  2.8000692471396238E-001                  2.0000000000000684E-002 
                                     105                  9.9999999232650150E-001                  2.2778879232944507E-001                  4.1167456074323097E+000                 -6.0453926164255911E+000                  5.9517809820296925E+000                  6.9999307528603694E-001                  2.8000692471396238E-001                  2.0000000000000684E-002 
                                     106                  9.9999999201400147E-001                  2.2777412466786229E-001                  4.1188796146291846E+000                 -6.0323159106273776E+000                  5.9681384790865364E+000                  6.9999307528603694E-001                  2.8000692471396238E-001                  2.0000000000000684E-002 
                                     107                  9.9999999170150145E-001                  2.2775989064930083E-001                  4.1209286234401343E+000                 -6.0196834216848645E+000                  5.9839042059747696E+000                  6.9999307528603694E-001                  2.8000692471396238E-001                  2.0000000000000684E-002 
                                     108                  9.9999999138900142E-001                  2.2774606335740613E-001                  4.1228993547682844E+000                 -6.0074631337851567E+000                  5.9991195029050068E+000                  6.9999307528603694E-001                  2.8000692471396238E-001                  2.0000000000000684E-002 
                                     109                  9.9999999107650139E-001                  2.2773261845198972E-001                  4.1257438240120932E+000                 -5.9899123664760419E+000                  6.0209900117880553E+000                  6.9999307528603683E-001                  2.8000692471396238E-001                  2.0000000000000795E-002 
                                     110                  9.9999999045150134E-001                  2.2770679014801115E-001                  4.1283998305682559E+000                 -5.9730971442580714E+000                  6.0418165905494607E+000                  6.9999307528603683E-001                  2.8000692471396238E-001                  2.0000000000000795E-002 
                                     111                  9.9999999013900132E-001                  2.2769436481457048E-001                  4.1301104775864959E+000                 -5.9623475450420536E+000                  6.0551675391362476E+000                  6.9999307528603683E-001                  2.8000692471396238E-001                  2.0000000000000795E-002 
                                     112                  9.9999998982650129E-001                  2.2768224222854253E-001                  4.1325923967932621E+000                 -5.9468575318521379E+000                  6.0744566951284522E+000                  6.9999307528603683E-001                  2.8000692471396238E-001                  2.0000000000000795E-002 
                                     113                  9.9999998920150124E-001                  2.2765884370045172E-001                  4.1349304167644725E+000                 -5.9319551728101763E+000                  6.0929293314846822E+000                  6.9999307528603694E-001                  2.8000692471396238E-001                  2.0000000000000684E-002 
                                     114                  9.9999998888900121E-001                  2.2764753771971794E-001                  4.1367343557698026E+000                 -5.9205677170281383E+000                  6.1070848696873936E+000                  6.9999307528603694E-001                  2.8000692471396238E-001                  2.0000000000000684E-002 
